No,x,y,avg_M_x,avg_M_y,avg_M_z,avg_M_tot,z
2481.0,24.0,0.0,-8.933,-18.812,-36.294,41.844,0
2482.0,24.0,0.0,-8.492,-19.537,-36.3,42.089,0
2483.0,24.0,0.0,-9.228,-18.52,-36.622,42.063,0
2487.0,24.0,0.0,-9.064,-19.679,-36.962,42.844,0
2488.0,24.0,0.0,-9.903,-19.261,-35.967,41.984,0
2494.0,24.0,0.0,-9.055,-19.685,-36.466,42.418,0
2502.0,25.0,0.0,-9.958,-21.467,-34.169,41.563,0
2504.0,25.0,0.0,-9.845,-21.018,-35.156,42.126,0
2511.0,25.0,0.0,-9.983,-20.448,-34.16,41.045,0
2512.0,25.0,0.0,-9.556,-21.306,-35.159,42.207,0
2513.0,25.0,0.0,-9.824,-21.319,-34.333,41.59,0
2515.0,25.0,0.0,-8.985,-21.164,-34.497,41.457,0
2516.0,25.0,0.0,-9.566,-20.584,-34.657,41.429,0
2517.0,25.0,0.0,-9.423,-20.87,-34.99,41.817,0
2519.0,25.0,0.0,-8.823,-21.32,-33.507,40.683,0
2522.0,25.0,0.0,-9.562,-21.302,-35.489,42.482,0
2523.0,25.0,0.0,-9.687,-20.456,-33.334,40.292,0
2524.0,25.0,0.0,-9.023,-20.422,-35.647,42.062,0
2525.0,25.0,0.0,-9.716,-20.436,-34.986,41.666,0
2526.0,25.0,0.0,-8.873,-21.0,-35.982,42.596,0
2529.0,25.0,0.0,-8.427,-20.583,-33.996,40.625,0
2531.0,25.0,0.0,-8.998,-21.441,-35.656,42.568,0
2533.0,25.0,0.0,-9.101,-22.04,-34.339,41.807,0
2535.0,25.0,0.0,-8.41,-21.74,-34.667,41.775,0
2536.0,25.0,0.0,-10.268,-21.021,-35.156,42.229,0
2538.0,25.0,0.0,-10.009,-20.431,-35.647,42.288,0
2539.0,25.0,0.0,-8.832,-21.743,-34.667,41.864,0
2542.0,25.0,0.0,-9.422,-21.158,-35.323,42.239,0
2543.0,25.0,0.0,-10.415,-20.875,-35.32,42.329,0
2544.0,25.0,0.0,-8.719,-20.865,-34.99,41.661,0
2546.0,25.0,0.0,-8.875,-20.569,-35.483,41.963,0
2547.0,25.0,0.0,-8.145,-20.581,-33.996,40.566,0
2548.0,25.0,0.0,-9.863,-20.29,-35.15,41.767,0
2550.0,25.0,0.0,-9.443,-19.712,-34.484,40.828,0
2551.0,25.0,0.0,-9.166,-20.565,-35.978,42.443,0
2552.0,25.0,0.0,-7.875,-20.57,-34.657,41.064,0
2553.0,25.0,0.0,-7.89,-20.273,-35.15,41.337,0
2554.0,25.0,0.0,-9.155,-19.857,-34.32,40.694,0
2556.0,25.0,0.0,-9.573,-20.293,-34.654,41.284,0
2557.0,25.0,0.0,-7.855,-21.729,-35.162,42.074,0
2559.0,25.0,0.0,-10.268,-21.021,-35.156,42.229,0
2561.0,25.0,0.0,-8.129,-22.022,-35.165,42.281,0
2562.0,25.0,0.0,-8.861,-20.579,-34.657,41.269,0
2563.0,25.0,0.0,-8.402,-22.031,-34.669,41.928,0
2564.0,25.0,0.0,-9.972,-20.885,-34.164,41.265,0
2566.0,25.0,0.0,-7.871,-21.288,-35.489,42.126,0
2570.0,25.0,0.0,-7.452,-20.567,-34.657,40.983,0
2572.0,25.0,0.0,-8.034,-19.7,-34.484,40.519,0
2577.0,25.0,0.0,-8.688,-21.171,-33.671,40.712,0
2578.0,25.0,0.0,-8.747,-19.7,-34.98,41.088,0
2580.0,25.0,0.0,-9.598,-19.847,-35.477,41.769,0
2581.0,25.0,0.0,-8.0,-21.441,-34.995,41.813,0
2584.0,25.0,0.0,-8.289,-21.152,-34.992,41.72,0
2585.0,25.0,0.0,-8.843,-21.306,-34.663,41.638,0
2587.0,25.0,0.0,-7.583,-20.861,-34.494,41.019,0
2597.0,25.0,0.0,-8.183,-19.839,-35.146,41.18,0
2605.0,26.0,0.0,-8.153,-21.291,-35.489,42.181,0
2613.0,26.0,0.0,-8.841,-21.737,-35.163,42.274,0
2619.0,26.0,0.0,-9.382,-22.186,-34.506,42.082,0
2622.0,26.0,0.0,-8.391,-22.039,-34.009,41.385,0
2623.0,26.0,0.0,-9.409,-21.453,-34.995,42.112,0
2626.0,26.0,0.0,-9.702,-21.447,-35.656,42.725,0
2627.0,26.0,0.0,-8.686,-22.175,-35.001,42.335,0
2628.0,26.0,0.0,-9.548,-21.312,-34.663,41.796,0
2629.0,26.0,0.0,-9.409,-21.453,-34.995,42.112,0
2630.0,26.0,0.0,-9.141,-21.012,-35.156,41.964,0
2632.0,26.0,0.0,-8.949,-22.62,-34.509,42.221,0
2633.0,26.0,0.0,-8.841,-21.737,-35.163,42.274,0
2636.0,26.0,0.0,-9.819,-21.751,-34.667,42.087,0
2637.0,26.0,0.0,-9.718,-21.15,-36.149,42.994,0
2638.0,26.0,0.0,-8.694,-21.884,-34.999,42.183,0
2640.0,26.0,0.0,-8.697,-21.166,-34.166,41.121,0
2641.0,26.0,0.0,-8.289,-21.152,-34.992,41.72,0
2642.0,26.0,0.0,-8.972,-21.459,-34.169,41.334,0
2643.0,26.0,0.0,-8.85,-21.015,-34.661,41.489,0
2644.0,26.0,0.0,-8.109,-22.036,-34.009,41.327,0
2645.0,26.0,0.0,-8.686,-22.175,-35.001,42.335,0
2647.0,26.0,0.0,-9.012,-21.431,-36.482,43.26,0
2648.0,26.0,0.0,-9.676,-21.465,-34.169,41.496,0
2649.0,26.0,0.0,-8.992,-21.445,-35.325,42.292,0
2650.0,26.0,0.0,-8.699,-21.88,-35.329,42.456,0
2651.0,26.0,0.0,-8.42,-21.303,-34.663,41.548,0
2652.0,26.0,0.0,-8.719,-20.865,-34.99,41.661,0
2653.0,26.0,0.0,-10.261,-21.312,-35.159,42.375,0
2654.0,26.0,0.0,-9.114,-21.745,-34.667,41.925,0
2657.0,26.0,0.0,-8.389,-22.326,-34.342,41.811,0
2658.0,26.0,0.0,-8.122,-21.741,-34.336,41.444,0
2660.0,26.0,0.0,-9.711,-20.869,-35.32,42.158,0
2662.0,26.0,0.0,-8.998,-21.441,-35.656,42.568,0
2663.0,26.0,0.0,-9.103,-21.753,-34.006,41.382,0
2664.0,26.0,0.0,-9.148,-21.293,-35.985,42.802,0
2665.0,26.0,0.0,-9.658,-22.193,-34.175,41.878,0
2666.0,26.0,0.0,-9.517,-21.763,-33.511,41.075,0
2667.0,26.0,0.0,-9.691,-21.455,-34.995,42.177,0
2669.0,26.0,0.0,-8.986,-20.877,-34.164,41.034,0
2670.0,26.0,0.0,-9.8,-22.05,-34.009,41.7,0
2672.0,26.0,0.0,-8.28,-21.158,-34.497,41.307,0
2676.0,26.0,0.0,-8.717,-21.152,-35.323,42.084,0
2677.0,26.0,0.0,-9.123,-21.74,-35.163,42.335,0
2683.0,26.0,0.0,-8.967,-21.892,-34.503,41.834,0
2684.0,26.0,0.0,-9.4,-21.459,-34.499,41.702,0
2687.0,26.0,0.0,-8.823,-21.32,-33.507,40.683,0
2689.0,26.0,0.0,-9.094,-21.759,-33.511,40.977,0
2690.0,26.0,0.0,-8.712,-21.156,-34.992,41.808,0
2691.0,26.0,0.0,-9.125,-21.309,-34.663,41.7,0
2694.0,26.0,0.0,-8.972,-21.459,-34.169,41.334,0
2703.0,27.0,0.0,-9.838,-21.309,-35.159,42.273,0
2704.0,27.0,0.0,-9.139,-21.299,-35.489,42.387,0
2705.0,27.0,0.0,-9.574,-20.579,-35.153,41.843,0
2709.0,27.0,0.0,-9.587,-20.284,-35.48,41.978,0
2710.0,27.0,0.0,-9.555,-21.021,-34.661,41.648,0
2712.0,27.0,0.0,-10.27,-20.59,-34.657,41.6,0
2714.0,27.0,0.0,-8.865,-21.005,-35.487,42.18,0
2718.0,27.0,0.0,-10.003,-20.435,-35.316,42.011,0
2720.0,27.0,0.0,-9.725,-20.859,-36.146,42.851,0
2723.0,27.0,0.0,-9.143,-20.581,-34.657,41.331,0
2725.0,27.0,0.0,-10.438,-19.714,-34.98,41.487,0
2726.0,27.0,0.0,-9.742,-20.418,-36.473,42.92,0
2727.0,27.0,0.0,-10.559,-20.302,-34.655,41.528,0
2730.0,27.0,0.0,-10.432,-20.434,-35.647,42.392,0
2731.0,27.0,0.0,-10.568,-20.296,-35.15,41.942,0
2732.0,27.0,0.0,-10.268,-21.021,-35.156,42.229,0
2733.0,27.0,0.0,-9.729,-20.141,-35.314,41.802,0
2734.0,27.0,0.0,-10.011,-20.143,-35.314,41.869,0
2737.0,27.0,0.0,-10.584,-19.855,-35.477,42.01,0
2739.0,27.0,0.0,-9.711,-20.869,-35.32,42.158,0
2744.0,27.0,0.0,-9.742,-20.418,-36.473,42.92,0
2745.0,27.0,0.0,-9.692,-21.884,-35.659,42.947,0
2746.0,27.0,0.0,-10.412,-20.448,-34.491,41.426,0
2747.0,27.0,0.0,-9.4,-20.886,-33.668,40.72,0
2749.0,27.0,0.0,-10.552,-20.593,-34.657,41.671,0
2750.0,27.0,0.0,-9.978,-20.881,-34.494,41.538,0
2752.0,27.0,0.0,-9.693,-20.452,-33.665,40.565,0
2753.0,27.0,0.0,-9.422,-21.158,-35.323,42.239,0
2755.0,27.0,0.0,-10.558,-19.873,-33.99,40.764,0
2756.0,27.0,0.0,-9.734,-19.708,-34.98,41.313,0
2757.0,27.0,0.0,-9.436,-21.148,-36.149,42.93,0
2759.0,27.0,0.0,-9.571,-21.297,-35.985,42.896,0
2760.0,27.0,0.0,-9.554,-20.592,-33.996,40.879,0
2761.0,27.0,0.0,-9.549,-21.025,-34.33,41.374,0
2763.0,27.0,0.0,-10.55,-21.023,-35.156,42.3,0
2764.0,27.0,0.0,-9.584,-21.001,-36.313,43.029,0
2766.0,27.0,0.0,-9.134,-21.303,-35.159,42.111,0
2767.0,27.0,0.0,-9.151,-20.575,-35.152,41.747,0
2768.0,27.0,0.0,-9.44,-20.43,-35.316,41.878,0
2770.0,27.0,0.0,-10.534,-21.32,-34.663,42.037,0
2774.0,27.0,0.0,-9.701,-20.446,-34.16,40.976,0
2775.0,27.0,0.0,-10.271,-20.303,-34.324,41.181,0
2778.0,27.0,0.0,-9.441,-20.143,-34.984,41.457,0
2781.0,27.0,0.0,-10.241,-21.326,-34.003,41.423,0
2785.0,27.0,0.0,-9.693,-20.452,-33.665,40.565,0
2786.0,27.0,0.0,-10.259,-21.027,-34.661,41.818,0
2787.0,27.0,0.0,-9.862,-20.577,-35.483,42.187,0
2788.0,27.0,0.0,-9.563,-21.015,-35.156,42.06,0
2793.0,27.0,0.0,-9.543,-21.029,-34.0,41.101,0
2794.0,27.0,0.0,-9.543,-21.029,-34.0,41.101,0
2795.0,27.0,0.0,-9.717,-20.865,-35.651,42.435,0
2801.0,27.0,1.0,-25.411,12.255,-39.99,48.94,0
2804.0,27.0,1.0,-25.701,12.258,-40.486,49.497,0
2806.0,27.0,1.0,-24.706,12.261,-39.99,48.579,0
2807.0,27.0,1.0,-24.724,12.989,-39.984,48.772,0
2808.0,27.0,1.0,-25.964,11.385,-40.659,49.567,0
2810.0,27.0,1.0,-25.564,13.121,-39.487,48.836,0
2812.0,27.0,1.0,-24.841,12.112,-39.826,48.476,0
2813.0,27.0,1.0,-24.552,11.823,-39.829,48.259,0
2814.0,27.0,1.0,-24.552,11.823,-39.829,48.259,0
2815.0,27.0,1.0,-25.26,12.535,-38.997,48.124,0
2816.0,27.0,1.0,-25.26,12.535,-38.997,48.124,0
2817.0,27.0,1.0,-25.389,11.954,-39.167,48.182,0
2820.0,27.0,1.0,-25.383,11.95,-38.837,47.91,0
2821.0,27.0,1.0,-26.126,12.686,-39.987,49.421,0
2822.0,27.0,1.0,-24.837,11.394,-40.659,48.988,0
2823.0,27.0,1.0,-25.14,12.694,-39.987,48.909,0
2826.0,27.0,1.0,-24.692,12.251,-39.164,47.892,0
2827.0,27.0,1.0,-25.394,11.242,-40.495,49.103,0
2830.0,27.0,1.0,-24.839,11.825,-40.159,48.678,0
2831.0,27.0,1.0,-24.288,12.553,-39.823,48.304,0
2832.0,27.0,1.0,-26.242,11.809,-39.829,49.137,0
2833.0,27.0,1.0,-25.122,11.966,-39.993,48.721,0
2835.0,27.0,1.0,-25.288,12.555,-40.649,49.492,0
2837.0,27.0,1.0,-24.729,13.421,-39.65,48.619,0
2838.0,27.0,1.0,-25.143,11.695,-41.647,50.035,0
2839.0,27.0,1.0,-25.396,11.673,-39.995,48.794,0
2840.0,27.0,1.0,-24.584,13.133,-39.818,48.603,0
2843.0,27.0,1.0,-25.54,11.101,-40.992,49.557,0
2844.0,27.0,1.0,-26.076,11.22,-39.173,48.377,0
2848.0,27.0,1.0,-26.105,11.24,-40.825,49.744,0
2850.0,27.0,1.0,-23.86,12.124,-40.157,48.258,0
2853.0,27.0,1.0,-26.095,11.663,-39.665,48.891,0
2855.0,27.0,1.0,-24.555,11.396,-40.659,48.846,0
2856.0,27.0,1.0,-26.225,11.081,-39.835,48.963,0
2858.0,27.0,1.0,-24.45,12.71,-40.812,49.244,0
2859.0,27.0,1.0,-26.384,11.952,-39.663,49.113,0
2860.0,27.0,1.0,-24.851,12.549,-39.823,48.589,0
2861.0,27.0,1.0,-25.687,12.249,-39.66,48.813,0
2862.0,27.0,1.0,-25.533,11.382,-40.163,48.934,0
2863.0,27.0,1.0,-24.267,12.54,-38.666,47.342,0
2864.0,27.0,1.0,-25.412,11.97,-40.488,49.278,0
2867.0,27.0,1.0,-25.694,11.967,-40.489,49.424,0
2869.0,27.0,1.0,-24.271,12.113,-39.496,47.914,0
2870.0,27.0,1.0,-25.261,12.823,-38.664,47.931,0
2871.0,27.0,1.0,-26.248,11.813,-40.159,49.41,0
2874.0,27.0,1.0,-24.444,12.706,-40.482,48.967,0
2876.0,27.0,1.0,-26.12,12.682,-39.656,49.15,0
2878.0,27.0,1.0,-25.552,11.825,-40.655,49.453,0
2880.0,27.0,1.0,-25.268,12.541,-39.492,48.533,0
2895.0,27.0,1.0,-25.391,11.669,-39.665,48.52,0
2903.0,27.0,2.0,-24.806,16.909,-39.124,49.315,0
2905.0,27.0,2.0,-25.64,16.75,-38.63,49.297,0
2912.0,27.0,2.0,-25.367,16.33,-39.79,49.934,0
2914.0,27.0,2.0,-25.654,16.76,-39.456,49.958,0
2917.0,27.0,2.0,-25.483,16.598,-37.97,48.648,0
2918.0,27.0,2.0,-25.325,16.015,-37.81,48.244,0
2919.0,27.0,2.0,-24.781,15.89,-39.133,48.969,0
2921.0,27.0,2.0,-24.917,16.028,-38.636,48.688,0
2922.0,27.0,2.0,-25.353,16.32,-38.964,49.268,0
2923.0,27.0,2.0,-24.806,16.909,-39.124,49.315,0
2924.0,27.0,2.0,-24.501,16.179,-38.8,48.657,0
2925.0,27.0,2.0,-24.948,17.051,-38.958,49.304,0
2928.0,27.0,2.0,-24.941,16.76,-38.96,49.202,0
2929.0,27.0,2.0,-24.66,17.05,-38.627,48.897,0
2930.0,27.0,2.0,-24.935,16.756,-38.63,48.936,0
2931.0,27.0,2.0,-24.525,16.911,-39.124,49.174,0
2932.0,27.0,2.0,-25.322,15.297,-38.642,48.667,0
2933.0,27.0,2.0,-25.358,16.753,-38.63,49.152,0
2936.0,27.0,2.0,-26.215,16.897,-39.124,50.035,0
2937.0,27.0,2.0,-25.471,15.874,-38.307,48.664,0
2939.0,27.0,2.0,-24.062,15.886,-38.307,47.945,0
2941.0,27.0,2.0,-24.32,15.008,-38.149,47.666,0
2942.0,27.0,2.0,-24.932,16.038,-39.462,49.356,0
2943.0,27.0,2.0,-25.353,16.32,-38.964,49.268,0
2944.0,27.0,2.0,-25.364,16.757,-38.96,49.416,0
2945.0,27.0,2.0,-24.634,15.744,-38.969,48.716,0
2946.0,27.0,2.0,-25.483,16.598,-37.97,48.648,0
2947.0,27.0,2.0,-24.797,16.187,-39.626,49.468,0
2948.0,27.0,2.0,-25.338,15.738,-38.969,49.074,0
2951.0,27.0,2.0,-24.765,15.449,-38.806,48.558,0
2954.0,27.0,2.0,-24.779,16.604,-37.97,48.285,0
2957.0,27.0,2.0,-24.939,16.329,-39.459,49.453,0
2958.0,27.0,2.0,-24.634,15.744,-38.969,48.716,0
2959.0,27.0,2.0,-24.75,15.439,-37.98,47.89,0
2960.0,27.0,2.0,-24.781,15.89,-39.133,48.969,0
2963.0,27.0,2.0,-24.758,15.158,-38.809,48.465,0
2965.0,27.0,2.0,-24.779,15.459,-39.632,49.231,0
2966.0,27.0,2.0,-24.801,16.905,-38.794,49.049,0
2968.0,27.0,2.0,-24.632,15.313,-39.468,48.979,0
2970.0,27.0,2.0,-24.474,15.446,-38.311,48.013,0
2973.0,27.0,2.0,-24.06,15.455,-38.806,48.204,0
2974.0,27.0,2.0,-24.657,16.332,-39.459,49.313,0
2975.0,27.0,2.0,-24.883,15.004,-38.149,47.955,0
2976.0,27.0,2.0,-24.485,15.882,-38.307,48.158,0
2979.0,27.0,2.0,-24.623,15.307,-38.973,48.574,0
2981.0,27.0,2.0,-24.346,15.742,-38.638,48.306,0
2983.0,27.0,2.0,-24.465,14.724,-38.812,48.184,0
2987.0,27.0,2.0,-25.187,15.446,-38.806,48.774,0
2989.0,27.0,2.0,-24.79,15.896,-39.628,49.372,0
2996.0,27.0,2.0,-24.747,14.722,-38.813,48.327,0
3007.0,27.0,3.0,-24.749,15.152,-38.313,48.062,0
3012.0,27.0,3.0,-25.712,14.412,-37.989,48.083,0
3024.0,27.0,3.0,-24.745,14.434,-39.145,48.508,0
3025.0,27.0,3.0,-25.426,13.697,-38.821,48.386,0
3026.0,27.0,3.0,-24.461,15.151,-37.983,47.651,0
3027.0,27.0,3.0,-24.881,14.573,-38.649,48.22,0
3028.0,27.0,3.0,-24.584,14.278,-38.156,47.582,0
3029.0,27.0,3.0,-24.584,14.278,-38.156,47.582,0
3030.0,27.0,3.0,-25.285,13.554,-38.988,48.405,0
3031.0,27.0,3.0,-25.606,15.726,-38.143,48.558,0
3032.0,27.0,3.0,-25.159,13.709,-39.647,48.916,0
3033.0,27.0,3.0,-24.449,14.427,-38.319,47.689,0
3036.0,27.0,3.0,-23.761,14.157,-39.643,48.338,0
3037.0,27.0,3.0,-23.761,14.157,-39.643,48.338,0
3038.0,27.0,3.0,-25.461,15.438,-38.311,48.521,0
3039.0,27.0,3.0,-24.889,14.292,-39.477,48.807,0
3040.0,27.0,3.0,-24.323,14.581,-38.979,48.204,0
3041.0,27.0,3.0,-24.323,14.581,-38.979,48.204,0
3042.0,27.0,3.0,-25.443,14.137,-39.148,48.783,0
3046.0,27.0,3.0,-24.701,13.689,-37.665,47.076,0
3047.0,27.0,3.0,-25.155,14.136,-38.818,48.367,0
3048.0,27.0,3.0,-25.295,14.563,-38.153,48.037,0
3049.0,27.0,3.0,-24.76,14.444,-39.971,49.187,0
3051.0,27.0,3.0,-25.129,13.402,-38.328,47.751,0
3052.0,27.0,3.0,-24.753,14.153,-39.974,49.101,0
3053.0,27.0,3.0,-24.74,14.43,-38.815,48.238,0
3054.0,27.0,3.0,-24.287,14.271,-37.329,46.766,0
3055.0,27.0,3.0,-24.725,14.421,-37.989,47.565,0
3056.0,27.0,3.0,-23.886,14.575,-38.153,47.314,0
3057.0,27.0,3.0,-24.581,13.847,-38.655,47.856,0
3058.0,27.0,3.0,-25.161,14.712,-38.317,48.143,0
3060.0,27.0,3.0,-24.865,14.276,-38.156,47.728,0
3061.0,27.0,3.0,-24.901,14.587,-39.805,49.166,0
3063.0,27.0,3.0,-25.453,15.146,-38.313,48.427,0
3064.0,27.0,3.0,-26.019,15.0,-38.645,48.943,0
3068.0,27.0,3.0,-25.184,14.155,-40.47,49.723,0
3071.0,27.0,3.0,-24.625,14.593,-40.135,49.297,0
3072.0,27.0,3.0,-24.703,14.12,-37.166,46.807,0
3074.0,27.0,3.0,-24.862,13.558,-38.988,48.187,0
3075.0,27.0,3.0,-24.855,13.839,-38.159,47.596,0
3076.0,27.0,3.0,-24.334,15.018,-38.975,48.34,0
3077.0,27.0,3.0,-25.32,15.01,-38.975,48.842,0
3078.0,27.0,3.0,-23.888,14.29,-38.651,47.631,0
3081.0,27.0,3.0,-24.035,14.436,-38.815,47.882,0
3083.0,27.0,3.0,-25.175,14.722,-39.143,48.813,0
3084.0,27.0,3.0,-25.559,13.833,-38.159,47.966,0
3088.0,27.0,3.0,-24.72,13.415,-39.154,48.209,0
3097.0,27.0,3.0,-24.58,13.56,-38.988,48.043,0
3098.0,27.0,3.0,-24.471,14.728,-39.143,48.455,0
3099.0,27.0,3.0,-25.161,14.712,-38.317,48.143,0
3105.0,27.0,4.0,-21.394,14.769,-40.464,48.095,0
3110.0,27.0,4.0,-22.104,14.767,-40.795,48.692,0
3114.0,27.0,4.0,-21.806,15.045,-39.47,47.537,0
3118.0,27.0,4.0,-22.794,14.752,-39.969,48.319,0
3119.0,27.0,4.0,-22.104,14.767,-40.795,48.692,0
3122.0,27.0,4.0,-22.108,15.485,-39.962,48.224,0
3126.0,27.0,4.0,-22.531,15.053,-40.627,48.834,0
3127.0,27.0,4.0,-22.482,13.875,-39.481,47.505,0
3129.0,27.0,4.0,-20.991,14.787,-41.62,48.903,0
3130.0,27.0,4.0,-21.676,14.767,-40.464,48.221,0
3131.0,27.0,4.0,-22.075,14.748,-39.143,47.296,0
3132.0,27.0,4.0,-22.528,14.335,-41.459,49.314,0
3133.0,27.0,4.0,-20.967,15.2,-39.634,47.345,0
3134.0,27.0,4.0,-22.366,14.751,-39.638,47.844,0
3135.0,27.0,4.0,-21.676,14.767,-40.464,48.221,0
3136.0,27.0,4.0,-21.525,14.619,-40.135,47.832,0
3138.0,27.0,4.0,-22.09,14.758,-39.969,47.992,0
3139.0,27.0,4.0,-21.804,13.898,-40.967,48.445,0
3140.0,27.0,4.0,-22.943,14.613,-40.631,48.896,0
3141.0,27.0,4.0,-21.809,14.331,-40.633,48.291,0
3142.0,27.0,4.0,-22.244,14.623,-40.961,48.851,0
3143.0,27.0,4.0,-21.705,15.503,-41.119,49.012,0
3144.0,27.0,4.0,-21.281,15.791,-40.62,48.5,0
3145.0,27.0,4.0,-22.517,15.043,-39.801,48.14,0
3148.0,27.0,4.0,-21.647,14.175,-39.643,47.34,0
3149.0,27.0,4.0,-22.397,15.202,-40.791,48.955,0
3150.0,27.0,4.0,-21.554,15.783,-40.125,48.205,0
3151.0,27.0,4.0,-22.5,14.603,-39.474,47.725,0
3153.0,27.0,4.0,-22.112,14.486,-41.623,49.308,0
3154.0,27.0,4.0,-22.551,15.067,-41.783,49.814,0
3156.0,27.0,4.0,-22.079,13.748,-40.803,48.388,0
3159.0,27.0,4.0,-22.091,14.472,-40.467,48.322,0
3161.0,27.0,4.0,-21.841,15.069,-41.453,49.218,0
3164.0,27.0,4.0,-22.23,14.613,-40.135,48.151,0
3165.0,27.0,4.0,-22.231,14.328,-40.633,48.483,0
3166.0,27.0,4.0,-21.262,15.349,-40.129,47.937,0
3167.0,27.0,4.0,-21.385,14.763,-39.969,47.674,0
3168.0,27.0,4.0,-22.38,14.761,-40.464,48.54,0
3169.0,27.0,4.0,-21.385,14.191,-40.8,48.201,0
3171.0,27.0,4.0,-20.971,14.773,-40.464,47.91,0
3173.0,27.0,4.0,-22.23,14.613,-40.135,48.151,0
3174.0,27.0,4.0,-22.379,14.474,-40.797,48.731,0
3175.0,27.0,4.0,-21.854,15.364,-41.781,49.591,0
3179.0,27.0,4.0,-20.968,14.198,-41.13,48.3,0
3180.0,27.0,4.0,-21.373,13.467,-41.136,48.274,0
3181.0,27.0,4.0,-22.11,14.199,-41.956,49.505,0
3182.0,27.0,4.0,-21.565,15.075,-41.783,49.378,0
3183.0,27.0,4.0,-21.829,14.345,-41.79,49.281,0
3190.0,27.0,4.0,-21.267,14.637,-41.457,48.838,0
3194.0,27.0,4.0,-21.249,13.909,-41.463,48.622,0
3209.0,27.0,5.0,-20.591,11.703,-39.169,45.773,0
3212.0,27.0,5.0,-21.57,11.976,-38.341,45.593,0
3215.0,27.0,5.0,-21.741,12.138,-39.826,46.969,0
3216.0,27.0,5.0,-22.163,12.134,-39.826,47.165,0
3221.0,27.0,5.0,-20.574,11.262,-38.842,45.375,0
3224.0,27.0,5.0,-20.591,11.703,-39.169,45.773,0
3226.0,27.0,5.0,-21.989,11.254,-39.173,46.311,0
3227.0,27.0,5.0,-21.446,11.845,-39.498,46.479,0
3229.0,27.0,5.0,-21.464,12.144,-40.156,47.125,0
3230.0,27.0,5.0,-22.4,11.099,-38.679,46.054,0
3231.0,27.0,5.0,-21.438,12.126,-38.67,45.848,0
3232.0,27.0,5.0,-21.17,11.851,-39.829,46.636,0
3233.0,27.0,5.0,-20.873,11.7,-39.169,45.9,0
3235.0,27.0,5.0,-21.543,10.526,-38.849,45.652,0
3236.0,27.0,5.0,-21.299,11.27,-39.999,46.697,0
3237.0,27.0,5.0,-22.016,11.988,-39.662,46.92,0
3238.0,27.0,5.0,-22.118,11.102,-38.679,45.918,0
3239.0,27.0,5.0,-20.741,11.851,-39.498,46.16,0
3240.0,27.0,5.0,-21.581,11.268,-39.999,46.825,0
3241.0,27.0,5.0,-21.446,11.845,-39.498,46.479,0
3242.0,27.0,5.0,-21.162,12.133,-39.0,46.001,0
3245.0,27.0,5.0,-22.844,11.397,-39.502,47.034,0
3246.0,27.0,5.0,-21.155,11.842,-39.003,45.923,0
3247.0,27.0,5.0,-21.408,10.675,-39.013,45.763,0
3248.0,27.0,5.0,-22.414,11.109,-39.505,46.759,0
3250.0,27.0,5.0,-21.597,12.709,-38.83,46.214,0
3251.0,27.0,5.0,-21.575,11.264,-39.668,46.54,0
3252.0,27.0,5.0,-21.452,11.849,-39.829,46.764,0
3253.0,27.0,5.0,-21.157,12.129,-38.67,45.717,0
3255.0,27.0,5.0,-20.858,11.69,-38.343,45.188,0
3256.0,27.0,5.0,-21.69,10.672,-39.013,45.895,0
3257.0,27.0,5.0,-21.146,11.12,-39.504,46.167,0
3259.0,27.0,5.0,-21.699,10.678,-39.508,46.322,0
3261.0,27.0,5.0,-22.138,11.115,-39.835,46.909,0
3263.0,27.0,5.0,-20.84,10.963,-38.349,45.002,0
3264.0,27.0,5.0,-22.273,10.967,-39.671,46.799,0
3265.0,27.0,5.0,-22.012,11.27,-40.494,47.448,0
3269.0,27.0,5.0,-21.57,11.976,-38.341,45.593,0
3271.0,27.0,5.0,-22.142,11.833,-39.003,46.384,0
3273.0,27.0,5.0,-22.001,11.978,-38.836,46.215,0
3278.0,27.0,5.0,-22.014,11.701,-39.995,47.129,0
3279.0,27.0,5.0,-21.72,12.124,-38.67,45.979,0
3280.0,27.0,5.0,-21.728,11.843,-39.498,46.609,0
3281.0,27.0,5.0,-22.305,12.277,-39.66,47.129,0
3283.0,27.0,5.0,-21.164,11.847,-39.498,46.351,0
3286.0,27.0,5.0,-22.275,11.97,-38.341,45.929,0
3291.0,27.0,5.0,-22.271,11.252,-39.173,46.445,0
3293.0,27.0,5.0,-21.592,12.277,-39.164,46.376,0
3296.0,27.0,5.0,-21.571,11.69,-38.839,45.939,0
3298.0,27.0,5.0,-22.007,11.982,-39.167,46.496,0
3301.0,27.0,6.0,-22.715,12.694,-38.334,46.332,0
3304.0,27.0,6.0,-22.301,12.704,-38.83,46.545,0
3316.0,27.0,6.0,-21.751,13.147,-38.991,46.543,0
3319.0,27.0,6.0,-21.61,13.004,-39.158,46.577,0
3320.0,27.0,6.0,-22.45,13.137,-38.661,46.597,0
3321.0,27.0,6.0,-22.183,13.149,-39.487,47.161,0
3324.0,27.0,6.0,-21.762,13.584,-38.987,46.67,0
3326.0,27.0,6.0,-22.31,13.425,-38.328,46.336,0
3327.0,27.0,6.0,-22.873,13.134,-38.661,46.801,0
3329.0,27.0,6.0,-21.717,12.551,-37.84,45.398,0
3330.0,27.0,6.0,-21.579,11.982,-38.836,46.016,0
